provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Málaga,2021-09-24,72,52,0,20,0,0,8,0,2,24.2,0.5,22.2,26.2,11,3.9,8.9,0.5,14,13,2,-5,4,-15,17.47
Asturias,2021-09-24,12,9,0,3,0,0,1,0,0,18.3,1.6,15.9,20.7,99,3.3,7.8,1.8,7,60,0,-12,8,-19,15.350000000000001
Sevilla,2021-09-24,106,75,0,31,0,0,5,1,0,21.6,0,18.3,24.9,99,4.2,9.2,1.4,9,12,1,-7,-1,-22,16.86
Barcelona,2021-09-25,201,128,0,73,0,0,6,2,4,24.8,0.1,21.6,28,9.333333333333332,3.1,10.266666666666666,6,-4,3,1,-24,-10,-13,16.6675
Madrid,2021-09-25,241,117,0,124,0,0,26,0,3,18.8,0,15.4,22.2,22,4.7,14.4,6,-3,19,-1,-21,-8,-9,16.3425
Málaga,2021-09-25,57,44,0,13,0,0,4,0,2,25.4,0,21.1,29.7,25,3.6,8.9,10.2,6,31,-1,-7,2,5,16.1
Asturias,2021-09-25,11,10,0,1,0,0,1,0,1,18,3.2,15.1,20.9,19,2.8,8.9,2.1,-2,36,1,-20,-9,-9,14.145
Sevilla,2021-09-25,50,36,0,14,0,0,3,0,0,22.1,0,16.1,28.1,99,3.6,8.3,8.5,-2,5,-2,-11,-7,-9,15.335
Barcelona,2021-09-26,194,108,0,79,0,7,7,1,1,24.7,0,20.3,29.1,15.666666666666666,5,10.833333333333334,7.2,8,4,-2,-25,-6,-5,14.43
Madrid,2021-09-26,225,121,0,104,0,0,18,4,1,17.8,0,11.7,24,99,2.5,6.7,9.9,9,23,-2,-17,-7,-4,14.26
Málaga,2021-09-26,40,20,0,20,0,0,3,1,0,24.6,0,20.1,29.2,26,4.7,10.3,10.1,75,14,-2,-2,12,22,14.73
Asturias,2021-09-26,17,14,0,3,0,0,1,0,2,18,2.8,14.2,21.7,99,2.8,6.7,6.3,3,42,-2,-10,6,1,12.94
Sevilla,2021-09-26,28,19,0,9,0,0,1,1,0,22.6,0,16,29.3,34,1.4,6.7,10.5,17,-12,-2,-17,-5,-8,13.81
Barcelona,2021-09-27,490,209,0,95,0,186,11,1,3,23,0,18.6,27.5,22,3.9,11.4,10.5,13,12,3,-11,-7,-28,17.69333333333333
Madrid,2021-09-27,326,178,0,148,0,0,17,2,2,18.5,0,10.4,26.6,99,1.7,4.7,10.9,12,24,3,-10,-11,-30,17.5
Málaga,2021-09-27,55,42,0,13,0,0,6,1,1,22.9,0,16.4,29.4,99,4.4,7.8,10.7,14,28,1,1,10,-13,16.936666666666667
Asturias,2021-09-27,11,6,0,5,0,0,0,0,0,16.6,0,14.4,18.9,27,3.1,14.4,0.5,8,49,0,-10,4,-20,14.796666666666667
Sevilla,2021-09-27,53,25,0,28,0,0,4,1,0,23.6,0,16.3,30.9,23,1.9,5.8,11.1,10,11,0,-2,0,-23,16.73
Barcelona,2021-09-28,272,190,0,82,0,0,12,0,1,22.4,0,18.6,26.2,22,5.6,9.7,9.4,14,10,3,-13,-6,-27,20.956666666666663
Madrid,2021-09-28,283,149,0,134,0,0,23,0,4,18.3,0,11,25.6,22,2.5,12.5,8.7,9,18,3,-14,-13,-30,20.740000000000002
Málaga,2021-09-28,65,41,0,24,0,0,1,0,2,21.9,0,16.2,27.6,14,4.2,8.9,10.5,14,33,1,1,12,-14,19.143333333333334
Asturias,2021-09-28,12,12,0,0,0,0,0,0,0,15.6,0,13,18.3,99,3.1,10.3,4.5,9,58,0,-11,3,-18,16.653333333333336
Sevilla,2021-09-28,80,60,0,20,0,0,5,0,1,23.3,0,16,30.6,26,3.3,9.2,11.3,8,13,0,-4,-2,-22,19.65
Barcelona,2021-09-29,376,160,0,49,0,167,14,1,3,22.6,0.4,19.8,25.5,15,3.1,7.2,5.3,12,3,4,-13,-10,-27,24.22
Madrid,2021-09-29,227,125,0,102,0,0,27,3,3,18,0,10.7,25.2,32,1.7,8.9,10.9,11,17,3,-14,-14,-30,23.98
Málaga,2021-09-29,55,35,0,20,0,0,5,0,2,22,0,17.3,26.8,14,3.3,7.2,9.7,12,29,1,0,9,-17,21.35
Asturias,2021-09-29,3,3,0,0,0,0,1,0,0,15.6,1.7,13.3,18,27,2.2,10.3,0.5,6,51,1,-12,4,-17,18.51
Sevilla,2021-09-29,49,28,0,21,0,0,7,1,1,25.2,0,17.9,32.4,5,2.5,7.2,11.5,8,6,0,-6,-5,-22,22.57
Barcelona,2021-09-30,193,137,0,56,0,0,7,1,2,21.6,0,18.6,24.7,22,5.3,9.2,7.4,15,5,3,-10,-6,-26,21.0975
Madrid,2021-09-30,202,123,0,79,0,0,23,2,4,18.9,0,12.8,25,99,0.8,5,7.2,11,14,3,-12,-13,-29,20.765
Málaga,2021-09-30,68,47,0,21,0,0,5,1,1,23.6,0,18.9,28.2,5,3.6,8.3,9,17,32,0,0,8,-15,18.9575
Asturias,2021-09-30,7,7,0,0,0,0,0,0,1,15.6,0,12.2,19.1,99,3.1,6.1,10.5,9,85,-1,-8,3,-18,16.425
Sevilla,2021-09-30,41,31,0,10,0,0,3,0,2,24.5,0,17,32,31,1.9,6.1,10.3,9,8,0,-5,-6,-21,19.685
Barcelona,2021-10-01,306,121,0,60,0,125,16,1,1,20.8,0,16.3,25.3,7,3.9,8.9,9,11,10,2,-13,-9,-26,17.975
Madrid,2021-10-01,290,180,0,110,0,0,30,3,5,18.4,0,11.3,25.5,25,1.4,6.1,3.9,7,14,1,-17,-13,-27,17.55
Málaga,2021-10-01,53,42,0,11,0,0,1,0,1,23.4,0,19.1,27.6,14,4.2,9.7,8.4,11,24,0,-4,7,-14,16.565
Asturias,2021-10-01,5,4,0,1,0,0,1,0,1,18.4,1.8,13.4,23.4,26,1.9,8.9,3.5,6,35,0,-15,4,-17,14.34
Sevilla,2021-10-01,32,24,0,8,0,0,10,0,2,24.1,0,16.8,31.4,22,2.5,7.8,9.7,5,12,-1,-8,-4,-19,16.8
Barcelona,2021-10-02,152,88,0,64,0,0,6,0,5,21.6,0.1,17.9,25.3,22,4.7,10.8,9,1,9,-1,-18,-6,-12,14.8525
Madrid,2021-10-02,205,100,0,105,0,0,24,3,6,17.8,0,9.7,25.9,22,2.8,15,8.2,-1,20,-3,-20,-8,-9,14.334999999999999
Málaga,2021-10-02,50,34,0,16,0,0,2,0,3,22.6,0,18.8,26.5,12,4.4,10.8,8.5,7,27,-1,-7,5,2,14.1725
Asturias,2021-10-02,5,4,0,1,0,0,0,0,0,20,27.7,14.8,25.1,27,4.4,22.2,0.5,-2,26,1,-21,-11,-10,12.255
Sevilla,2021-10-02,39,19,0,20,0,0,3,1,4,23.8,0,17.2,30.4,22,3.6,10.3,11.2,-4,13,-2,-13,-10,-11,13.915
Barcelona,2021-10-03,150,90,0,54,0,6,3,1,1,22.1,20.7,17.5,26.7,99,6.4,12.5,3.6,11,-10,1,-26,-10,-10,11.73
Madrid,2021-10-03,214,107,0,107,0,0,18,2,3,14,7.4,9.6,18.4,21,5,11.7,1.2,6,-36,2,-26,-25,-10,11.12
Málaga,2021-10-03,36,24,0,12,0,0,4,0,0,24,0.7,18.4,29.7,29,2.8,16.9,6.8,28,1,0,-10,9,10,11.78
Asturias,2021-10-03,12,10,0,2,0,0,0,0,0,14.9,0.2,11.8,18,26,5.8,20,9.2,4.5,13,1,-20,-5,-4,10.17
Sevilla,2021-10-03,11,5,0,6,0,0,2,0,2,19.2,3.4,14.8,23.7,26,5,12.8,4.1,11,-31,1,-26,-13,-14,11.03
Barcelona,2021-10-04,406,150,0,82,0,174,10,0,2,16.9,2.8,14.3,19.5,35,1.9,9.2,0.4,6,-14,5,-17,-14,-27,16.03333333333333
Madrid,2021-10-04,284,155,0,129,0,0,26,2,0,13.4,0,6.7,20,26,2.8,9.2,7.7,13,13,3,-10,-12,-29,15.54
Málaga,2021-10-04,72,51,0,21,0,0,3,0,4,21.6,0,16,27.2,28,5.6,14.4,6.2,17,18,0,0,9,-14,14.976666666666667
Asturias,2021-10-04,15,12,0,3,0,0,0,0,0,16,0.2,12,20.1,99,4.2,12.8,6.1,11,65,-1,-7,7,-16,13.086666666666666
Sevilla,2021-10-04,39,24,0,15,0,0,4,0,2,18.1,0,11,25.2,36,1.7,6.1,9.4,10,10,0,-2,-2,-20,15.053333333333333
Barcelona,2021-10-05,266,101,0,50,0,115,12,0,2,18.6,0,12.5,24.6,24,5.6,12.8,9.4,14,7,3,-12,-9,-27,20.336666666666666
Madrid,2021-10-05,243,133,0,110,0,0,26,2,1,15.4,0,7.5,23.4,29,5,12.8,8.9,10,11,3,-14,-13,-29,19.96
Málaga,2021-10-05,59,46,0,13,0,0,2,0,1,20,0,14.3,25.8,14,3.3,7.8,9.2,14,28,1,0,11,-15,18.173333333333332
Asturias,2021-10-05,27,26,0,1,0,0,2,0,0,16.6,0.8,13,20.2,27,6.7,17.5,2.4,9,37,1,-14,-1,-18,16.003333333333334
Sevilla,2021-10-05,33,16,0,17,0,0,4,1,0,19.8,0,12.5,27.2,99,1.7,6.7,10.3,9,14,0,-4,-4,-19,19.076666666666668
Barcelona,2021-10-06,285,101,0,45,0,139,8,0,0,19.4,0,16.4,22.4,22,3.9,8.9,5.4,12,4,4,-13,-11,-25,24.64
Madrid,2021-10-06,210,134,0,76,0,0,21,3,5,17.2,0,10.2,24.1,99,1.4,5,10.7,11,17,3,-13,-13,-27,24.38
Málaga,2021-10-06,52,33,0,19,0,0,5,1,0,20.8,0,14.6,26.9,28,2.8,6.7,10.7,16,28,1,0,9,-13,21.37
Asturias,2021-10-06,17,16,0,1,0,0,3,0,0,15.4,0,12,18.7,6,3.6,8.3,10.1,10,89,-1,-9,10,-15,18.92
Sevilla,2021-10-06,51,32,0,19,0,0,3,0,2,24.5,0,16.7,32.3,5,3.6,12.5,11.3,10,7,0,-5,-6,-18,23.1
Barcelona,2021-10-07,238,85,0,45,0,108,6,0,0,18.4,0,14.2,22.6,12,4.4,9.7,10.3,12,5,3,-11,-9,-25,22.2575
Madrid,2021-10-07,220,129,0,91,0,0,17,0,6,16.8,0,6.9,26.8,22,1.1,4.7,10.7,9,15,3,-13,-13,-26,21.4075
Málaga,2021-10-07,54,38,0,16,0,0,7,2,1,21.8,0,17.6,26,7,3.3,7.8,8.9,13,29,0,0,8,-15,19.69
Asturias,2021-10-07,13,13,0,0,0,0,4,0,2,15.7,0,11.1,20.3,8,3.3,7.8,10.7,10,78,-1,-9,3,-17,17.7875
Sevilla,2021-10-07,38,25,0,13,0,0,3,0,1,23.7,0,15.8,31.6,99,3.1,8.3,11,8,12,0,-4,-5,-18,20.345000000000002
Barcelona,2021-10-08,248,108,0,47,0,93,7,1,1,18.9,0,14.9,22.9,12,3.3,9.2,9,9,6,2,-15,-10,-25,19.875
Madrid,2021-10-08,293,182,0,111,0,0,22,2,2,17.4,0,8,26.9,23,1.7,5.8,10.7,4,12,0,-20,-13,-25,18.435
Málaga,2021-10-08,60,46,0,14,0,0,4,0,0,20.5,0,15,26,13,4.2,7.2,10.5,14,23,-1,-3,9,-12,18.01
Asturias,2021-10-08,21,18,0,3,0,0,1,0,0,15.2,0,10.6,19.8,7,4.4,10.8,10.7,8,60,-2,-11,8,-16,16.655
Sevilla,2021-10-08,36,29,0,7,0,0,2,0,1,23.2,0,15,31.5,22,2.2,7.8,11.1,4,11,-1,-8,-4,-16,17.59
Barcelona,2021-10-09,117,70,0,46,0,1,4,0,0,18.8,0,16.2,21.3,10,2.8,7.2,0.5,-5,-7,-1,-24,-12,-14,17.4925
Madrid,2021-10-09,215,118,0,97,0,0,19,1,3,16,0,6.6,25.5,99,0.8,4.7,10.1,-9,15,-4,-25,-11,-8,15.4625
Málaga,2021-10-09,42,32,0,10,0,0,4,0,1,22.1,0,18.1,26.1,99,3.3,6.7,10.1,6,30,-2,-5,8,-1,16.33
Asturias,2021-10-09,16,16,0,0,0,0,3,0,1,14.1,0,9.3,18.9,99,3.9,9.7,9.1,3,68,-3,-12,3,-11,15.5225
Sevilla,2021-10-09,40,26,0,14,0,0,1,0,0,22.4,0,15.6,29.2,21,1.4,6.7,9.3,-5,12,-3,-13,-8,-11,14.835
Barcelona,2021-10-10,113,60,0,53,0,0,4,0,2,19.3,0,16.3,22.3,36,3.1,6.7,2,4,-5,0,-27,-13,-11,15.11
Madrid,2021-10-10,227,136,0,91,0,0,21,1,1,17,0,9.4,24.6,99,1.1,5.8,7.9,1,15,-2,-19,-16,-2,12.49
Málaga,2021-10-10,48,30,0,18,0,0,5,0,2,21.9,0,18.1,25.7,9,3.3,7.8,9.2,34,25,-1,-1,13,8,14.65
Asturias,2021-10-10,11,9,0,2,0,0,3,0,0,14.9,0,10.6,19.2,5,3.9,9.2,9.2,16,62,-1,-6,10,-5,14.39
Sevilla,2021-10-10,28,14,0,14,0,0,2,0,2,23.6,0,16,31.2,8,3.1,9.7,10.8,13,-2,-2,-19,-9,-10,12.08
Barcelona,2021-10-11,338,134,0,98,0,106,13,0,1,18.6,0,13.3,23.8,36,4.2,10.8,10.1,20,24,6,3,-18,-52,17.53333333333333
Madrid,2021-10-11,364,186,0,178,0,0,24,5,3,16,0,8.5,23.4,99,1.9,5,9.2,12,44,5,4,-23,-51,14.61
Málaga,2021-10-11,72,41,0,31,0,0,7,0,2,21.9,0,17.6,26.2,18,2.5,8.3,7.1,27,50,1,19,8,-28,16.553333333333335
Asturias,2021-10-11,21,16,0,5,0,0,0,0,1,14.2,0,9.9,18.6,8,5.6,15,10.1,29,130,-2,13,11,-30,15.363333333333333
Sevilla,2021-10-11,53,21,0,32,0,0,4,0,1,24.2,0,16.9,31.5,7,5.3,11.7,10.4,17,37,0,12,-9,-33,13.813333333333334
Barcelona,2021-10-12,108,61,0,44,0,3,3,0,0,18.2,0,12.9,23.4,36,3.9,8.9,9.8,-50,33,17,-33,-35,-82,19.956666666666663
Madrid,2021-10-12,129,56,0,73,0,0,13,2,3,16.4,0,8.3,24.6,99,1.4,4.7,10.3,-33,61,13,-17,-37,-81,16.73
Málaga,2021-10-12,34,22,0,12,0,0,6,0,0,21.6,0,17.9,25.2,15,2.8,7.8,8,-57,68,10,-12,-5,-66,18.456666666666667
Asturias,2021-10-12,3,1,0,2,0,0,2,0,0,13.6,0,9.2,18.1,7,4.2,11.7,10.4,-64,119,8,-27,-20,-70,16.336666666666666
Sevilla,2021-10-12,27,20,0,7,0,0,1,0,1,23.6,0,17.1,30,25,2.8,8.3,10.3,-61,51,10,-23,-30,-74,15.546666666666667
Barcelona,2021-10-13,316,77,0,71,0,168,11,0,3,18,0,13.5,22.5,35,3.9,10.3,7.7,20,2,3,-16,-10,-24,22.38
Madrid,2021-10-13,241,125,0,116,0,0,31,0,2,15.8,0,5.8,25.8,3,1.7,8.9,10.4,17,9,3,-19,-14,-26,18.85
Málaga,2021-10-13,50,29,0,21,0,0,4,0,0,20,0,15.1,24.8,13,4.2,8.3,9.9,28,21,0,-2,13,-13,20.36
Asturias,2021-10-13,17,14,0,3,0,0,3,1,2,13.3,0,8.3,18.3,9,3.6,11.7,10.6,20,75,-1,-10,9,-15,17.31
Sevilla,2021-10-13,16,10,0,6,0,0,7,1,0,22.4,0,14.8,30.1,99,1.4,6.1,10.5,20,4,0,-8,-5,-16,17.28
Barcelona,2021-10-14,193,50,0,27,0,116,7,2,2,18.4,0,15.1,21.6,99,3.9,7.2,6.6,14,2,4,-14,-9,-24,20.557499999999997
Madrid,2021-10-14,129,97,0,32,0,0,25,3,0,14.8,0,5.5,24.1,99,1.4,7.2,9.6,10,9,4,-18,-15,-25,17.5825
Málaga,2021-10-14,41,27,0,14,0,0,5,0,1,20.6,0,16.8,24.5,8,4.4,8.9,9.6,17,22,1,-2,8,-13,18.805
Asturias,2021-10-14,12,12,0,0,0,0,0,0,0,14.2,0,9,19.3,11,2.2,7.2,8,11,69,0,-11,2,-17,16.0175
Sevilla,2021-10-14,28,23,0,5,0,0,3,0,2,22.6,0,15.3,29.9,99,2.8,6.7,10.5,11,6,1,-7,-8,-15,16.455000000000002
Barcelona,2021-10-15,203,68,0,40,0,95,9,0,1,19.4,0,14.9,23.9,25,5,9.7,3.4,10,4,3,-15,-11,-23,18.735
Madrid,2021-10-15,113,68,0,45,0,0,28,4,5,16,0,7.6,24.5,99,1.9,5.8,10.2,5,11,2,-19,-14,-23,16.315
Málaga,2021-10-15,23,9,0,14,0,0,3,0,1,20.1,0,14.4,25.8,33,3.9,7.8,9.4,14,20,0,-4,6,-10,17.25
Asturias,2021-10-15,14,12,0,2,0,0,1,0,0,13.6,0,9.9,17.3,20,1.9,7.8,2.9,7,42,-1,-14,7,-16,14.725
Sevilla,2021-10-15,32,16,0,16,0,0,3,0,1,21.2,0,13.4,29.1,23,1.7,5.8,10.5,7,9,0,-8,-5,-13,15.63
Barcelona,2021-10-16,201,87,0,108,0,6,5,1,2,19.4,0,16,22.8,99,3.1,7.2,5.6,-1,2,1,-19,-10,-12,16.9125
Madrid,2021-10-16,289,102,0,187,0,0,20,1,2,13.7,2.9,7.4,20,99,1.1,3.6,0.1,-4,7,0,-23,-12,-8,15.0475
Málaga,2021-10-16,54,28,0,26,0,0,1,0,1,19,0,13.9,24.2,10,3.3,9.2,8.4,4,20,-1,-8,0,0,15.695
Asturias,2021-10-16,10,6,0,4,0,0,2,0,0,15,18.7,12.2,17.7,18,1.7,6.1,0,-3,20,1,-20,-6,-12,13.432500000000001
Sevilla,2021-10-16,27,17,0,10,0,0,1,0,0,22.4,0,14.9,29.8,21,2.5,8.9,8.3,-3,11,-2,-11,2,-9,14.805
Barcelona,2021-10-17,159,94,0,59,0,6,8,1,4,18.6,0,15,22.2,3,3.1,6.7,7.1,9,3,1,-23,-7,-9,15.09
Madrid,2021-10-17,337,170,0,167,0,0,17,1,0,17.8,0.1,12.7,22.9,22,2.2,5.8,8,9,9,0,-19,-16,-5,13.78
Málaga,2021-10-17,37,21,0,16,0,0,4,2,0,21.9,0,18.3,25.5,26,3.1,8.9,6.9,25,10,-1,-9,9,8,14.14
Asturias,2021-10-17,15,15,0,0,0,0,2,0,0,17.4,0,14.1,20.8,99,2.5,7.8,9.2,2.5,24,0,-17,1,-5,12.14
Sevilla,2021-10-17,31,21,0,10,0,0,1,0,1,22.7,0,15.7,29.7,99,1.7,5,9.1,13,-7,-1,-21,-4,-10,13.98
Barcelona,2021-10-18,382,138,0,76,0,168,10,4,2,20.4,0,16.2,24.5,36,3.1,7.2,7.2,10,6,4,-13,-9,-23,17.996666666666666
Madrid,2021-10-18,332,170,0,162,0,0,28,3,4,16.8,0,9.4,24.1,23,1.1,6.1,9.6,10,19,3,-12,-11,-25,17.306666666666665
Málaga,2021-10-18,59,38,0,21,0,0,4,0,0,21.2,0,17.2,25.1,6,3.3,8.3,8.9,13,18,1,-2,8,-13,16.386666666666667
Asturias,2021-10-18,21,12,0,9,0,0,2,0,1,19.6,0.2,15.6,23.7,19,3.1,8.3,3.6,8,64,-1,-9,7,-15,14.226666666666667
Sevilla,2021-10-18,37,29,0,8,0,0,1,0,0,24.4,0,17.8,30.9,99,1.1,6.1,10.3,6,5,1,-6,-4,-15,16.76
Barcelona,2021-10-19,160,97,0,63,0,0,8,1,1,20.4,0,16.7,24.1,25,5.3,10.3,7.9,10,7,4,-14,-9,-23,20.903333333333332
Madrid,2021-10-19,329,172,0,157,0,0,21,3,2,18,0,11,25,23,1.7,7.2,10.1,7,18,3,-15,-12,-25,20.833333333333332
Málaga,2021-10-19,63,42,0,21,0,0,2,0,1,21.8,0,18.2,25.3,13,3.1,7.2,8.8,8,26,2,-4,10,-18,18.633333333333333
Asturias,2021-10-19,37,35,0,2,0,0,2,0,1,21.2,0.4,15.5,26.9,99,3.1,7.2,9.7,5,79,-1,-12,6,-16,16.313333333333333
Sevilla,2021-10-19,38,17,0,21,0,0,4,0,0,24.3,0,16.8,31.8,8,2.5,8.9,10.6,6,8,1,-8,-5,-14,19.54
Barcelona,2021-10-20,195,122,0,73,0,0,16,2,2,21,0,17.8,24.1,24,5.6,11.4,5.5,10,4,4,-15,-10,-22,23.81
Madrid,2021-10-20,387,223,0,164,0,0,24,2,1,16.9,0,9.5,24.3,22,3.1,12.5,9.1,9,14,4,-16,-12,-24,24.36
Málaga,2021-10-20,72,46,0,26,0,0,2,2,0,20.4,0,14.9,25.8,29,3.3,7.8,9.8,15,24,1,-3,9,-12,20.88
Asturias,2021-10-20,24,23,0,1,0,0,2,0,1,20.2,0.1,14.6,25.7,27,5,20,7,7,70,0,-12,9,-14,18.4
Sevilla,2021-10-20,43,32,0,11,0,0,1,0,1,22.7,0,15.6,29.8,13,1.7,7.2,10.6,8,5,1,-8,-7,-13,22.32
Barcelona,2021-10-21,112,63,0,49,0,0,4,0,0,19.6,0.8,16.4,22.7,13,3.1,8.9,1.1,10,-3,4,-15,-10,-22,21.674999999999997
Madrid,2021-10-21,145,103,0,42,0,0,25,3,0,16,0,10.3,21.8,4,1.9,7.2,5.2,9,11,4,-16,-13,-23,21.814999999999998
Málaga,2021-10-21,58,50,0,8,0,0,3,0,1,21.6,0,13.8,29.5,27,2.2,11.4,9.1,14,27,1,-3,7,-12,19.127499999999998
Asturias,2021-10-21,23,22,0,1,0,0,0,0,0,14.7,4.2,12,17.4,27,4.7,13.9,5.8,10,58,0,-11,1,-16,16.875
Sevilla,2021-10-21,27,18,0,9,0,0,2,0,0,21.5,0,14.9,28.1,27,2.2,8.3,10.1,7,8,1,-4,-5,-14,20.2925
Barcelona,2021-10-22,187,61,0,28,0,98,12,1,0,17.8,0,14.6,21,36,2.5,7.8,1.1,10,3,3,-15,-10,-21,19.54
Madrid,2021-10-22,126,84,0,42,0,0,22,0,1,15,0,9.9,20.2,5,3.6,11.4,9.5,6,5,3,-19,-12,-22,19.27
Málaga,2021-10-22,35,19,0,16,0,0,5,1,0,23.4,0,18.6,28.1,8,4.7,14.4,10,14,14,0,-6,5,-10,17.375
Asturias,2021-10-22,24,20,0,4,0,0,2,0,1,11.7,0.1,8.4,15,24,1.9,8.3,0,5,15,1,-18,1,-16,15.35
Sevilla,2021-10-22,15,7,0,8,0,0,3,0,0,18.4,0,10.9,25.9,30,2.2,5.8,10.4,6,10,0,-8,-4,-12,18.265
Barcelona,2021-10-23,235,131,0,104,0,0,4,2,2,16.4,0,11.9,20.8,99,3.1,10.3,8.1,0,3,0,-18,-7,-12,17.405
Madrid,2021-10-23,276,104,0,172,0,0,21,3,3,12.2,0,4,20.4,34,1.1,5,9.7,-1,15,-1,-20,-8,-8,16.725
Málaga,2021-10-23,47,24,0,23,0,0,1,0,1,20.4,0,16.8,24.1,13,3.3,7.8,9.9,6,22,-1,-7,1,-2,15.622499999999999
Asturias,2021-10-23,28,24,0,4,0,0,2,0,0,13.1,0,7.5,18.7,19,2.8,8.9,9.3,-2,33,0,-18,-5,-11,13.825
Sevilla,2021-10-23,34,22,0,12,0,0,2,1,1,19,0,12.1,26,1,2.2,7.2,10.4,-4,10,-2,-12,-9,-10,16.2375
Barcelona,2021-10-24,169,96,0,70,0,3,7,0,1,16.9,0,10.8,23,99,4.2,8.3,9.1,11,2,0,-21,-6,-9,15.27
Madrid,2021-10-24,316,189,0,127,0,0,15,1,1,11.5,0,1.9,21.1,21,2.2,7.2,9.9,11,12,0,-17,-12,-4,14.18
Málaga,2021-10-24,71,52,0,19,0,0,4,1,1,19,0,14.3,23.8,29,3.1,6.7,9.7,23,7,0,-11,9,5,13.87
Asturias,2021-10-24,48,43,0,5,0,0,1,0,2,13.4,0.9,9.1,17.8,99,2.2,7.8,4.3,5.5,12,0,-18,-2,-8,12.3
Sevilla,2021-10-24,13,10,0,3,0,0,1,0,1,19,0,11.3,26.8,9,2.2,7.2,10.4,18,-11,-1,-13,-1,-10,14.21
Barcelona,2021-10-25,413,177,0,73,0,163,6,2,1,16.4,0,11.5,21.3,1,3.1,12.5,8.1,13,7,4,-12,-9,-21,18.236666666666668
Madrid,2021-10-25,333,159,0,174,0,0,21,3,6,11.8,0,2.4,21.2,34,1.1,5.8,9.7,13,15,3,-12,-12,-23,17.506666666666668
Málaga,2021-10-25,84,48,0,36,0,0,5,0,0,18.3,0,13.2,23.4,28,2.8,6.7,5.8,15,12,1,-3,6,-11,16.22
Asturias,2021-10-25,31,26,0,5,0,0,0,0,0,14.2,0,10.9,17.5,19,2.5,8.3,7.6,13,51,0,-9,5,-14,14.473333333333333
Sevilla,2021-10-25,46,28,0,18,0,0,0,0,0,18.9,0,11.2,26.6,99,1.9,6.1,8.9,10,7,1,-4,-2,-14,16.973333333333333
Barcelona,2021-10-26,244,150,0,94,0,0,10,1,0,17.6,0,12.8,22.4,99,4.7,9.2,8.5,13,7,4,-12,-8,-21,21.203333333333333
Madrid,2021-10-26,347,196,0,151,0,0,22,3,3,13.2,0,5.1,21.3,16,0.8,5.8,9.7,10,14,3,-16,-13,-22,20.833333333333332
Málaga,2021-10-26,84,57,0,27,0,0,1,0,0,19.8,0,15.6,24.1,9,2.2,7.2,6.5,13,20,1,-2,10,-12,18.57
Asturias,2021-10-26,37,35,0,2,0,0,0,0,0,13.6,0,9.3,17.9,19,3.9,7.8,9.7,10,56,0,-12,4,-15,16.64666666666667
Sevilla,2021-10-26,28,18,0,10,0,0,4,0,0,19.6,0,12.6,26.6,8,2.8,9.2,8.2,8,9,1,-6,-4,-12,19.736666666666665
Barcelona,2021-10-27,211,124,0,86,0,1,9,1,0,16.2,0,11.5,21,35,4.4,8.3,6.2,14,6,4,-13,-9,-21,24.17
Madrid,2021-10-27,423,252,0,171,0,0,25,0,3,12.8,0,4.3,21.4,22,2.2,6.1,9.7,13,11,3,-14,-12,-22,24.16
Málaga,2021-10-27,53,33,0,20,0,0,5,1,0,18.6,0,13.5,23.8,29,2.5,7.2,9.4,16,17,1,-4,6,-12,20.92
Asturias,2021-10-27,26,22,0,4,0,0,1,0,0,15.6,0,10.8,20.5,99,2.5,8.3,10.1,11,80,-1,-9,10,-13,18.82
Sevilla,2021-10-27,22,14,0,8,0,0,1,0,0,19.4,0,12.5,26.3,6,4.2,10.8,10.2,10,3,1,-3,-5,-12,22.5
Barcelona,2021-10-28,158,97,0,60,0,1,11,1,1,16.1,0.5,11.4,20.8,99,3.9,12.8,8,17,4,4,-10,-8,-22,22.0375
Madrid,2021-10-28,140,102,0,38,0,0,27,2,1,13.1,0,5.4,20.8,99,1.9,11.4,8.5,15,9,3,-12,-12,-21,21.3575
Málaga,2021-10-28,41,29,0,12,0,0,2,0,1,19.1,0,14.7,23.5,7,3.3,7.8,9.5,18,21,1,-1,7,-12,19.0925
Asturias,2021-10-28,36,34,0,2,0,0,1,1,0,15.8,8.2,9.8,21.8,99,3.9,8.9,5.4,12,65,-1,-8,4,-15,16.9325
Sevilla,2021-10-28,32,18,0,14,0,0,2,0,1,19.2,0,12.5,25.9,21,2.2,7.8,9.8,14,9,0,-3,-5,-12,19.9875
Barcelona,2021-10-29,214,78,0,52,0,84,9,0,0,18.1,19.4,13.6,22.6,74.33333333333334,3.9,12.133333333333335,1.9,15,1,2,-14,-8,-21,19.905
Madrid,2021-10-29,168,106,0,62,0,0,27,3,0,14,48.3,12.2,15.8,20,3.1,15,0.1,4,-34,3,-25,-16,-21,18.555
Málaga,2021-10-29,70,55,0,15,0,0,4,0,0,19,0,13.3,24.7,30,3.3,6.1,5,18,11,0,-4,7,-10,17.265
Asturias,2021-10-29,21,20,0,1,0,0,3,0,1,14.6,20.8,12.3,16.8,27,2.2,11.4,0.1,10,19,2,-15,0,-24,15.045
