provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Sevilla,2021-10-29,27,10,0,17,0,0,4,0,0,20,0.39999999999999997,16.4,23.6,22,7.2,15.3,1.1,9,-23,2,-14,-6,-12,17.475
Barcelona,2021-10-30,93,43,0,50,0,0,5,0,0,19.05,1.6,14.95,23.1,49.66666666666667,3.5999999999999996,11.466666666666667,0.1,1,-28,2,-25,-18,-15,17.7725
Madrid,2021-10-30,131,74,0,57,0,0,20,5,4,16,2.4,13.5,18.6,23,4.7,12.5,0,2,-22,0,-25,-14,-8,15.7525
Málaga,2021-10-30,38,14,0,24,0,0,4,0,0,22.2,0,17.6,26.8,23,2.8,11.4,3.7,18,19,0,-7,14,-5,15.4375
Asturias,2021-10-30,31,28,0,3,0,0,4,0,0,14.2,0.2,12.2,16.1,28,3.1,10.8,2.1,6,31,-1,-18,-4,-13,13.157499999999999
Sevilla,2021-10-30,31,19,0,12,0,0,0,0,0,20.666666666666668,0.7999999999999999,17.433333333333334,24,22,10,17.5,0,0,-49,4,-23,-23,-16,14.962499999999999
Barcelona,2021-10-31,269,142,0,127,0,0,5,0,2,20,1.4,16.3,23.6,25,3.3,10.8,4.7,29,6,-3,-13,-2,-8,15.64
Madrid,2021-10-31,419,153,0,266,0,0,18,3,1,17.5,19.8,14.1,20.9,99,5.3,15.3,0.5,20,-29,0,-11,-16,-3,12.95
Málaga,2021-10-31,69,30,0,39,0,0,3,0,0,23.4,0,19.5,27.3,21,1.7,8.9,5,49,12,-1,5,17,6,13.61
Asturias,2021-10-31,30,27,0,3,0,0,1,0,0,16.1,6.2,12,20.2,26,6.4,23.6,0.1,-19,-7,3,-15,-7,-13,11.27
Sevilla,2021-10-31,17,7,0,10,0,0,0,0,0,21.333333333333332,1.2,18.466666666666665,24.4,99,6.1,12.8,1.5,29,-30,1,-13,-9,-11,12.45
Barcelona,2021-11-01,250,167,0,83,0,0,15,2,1,20.4,0,15.8,25,30,4.4,12.5,4.7,-37,13,15,-26,-35,-82,16.47
Madrid,2021-11-01,456,234,0,222,0,0,19,3,0,14.5,11.3,11.4,17.6,31,4.7,12.5,8.6,-25,26,12,-12,-39,-82,14.433333333333332
Málaga,2021-11-01,85,64,0,21,0,0,4,0,2,23.8,0,18.1,29.6,33,3.9,12.8,5.3,-28,23,9,-8,-17,-67,13.53
Asturias,2021-11-01,24,22,0,2,0,0,2,1,0,14.6,0.1,11.4,17.8,23,7.2,16.1,8.7,-44,88,6,-14,-16,-71,12.453333333333333
Sevilla,2021-11-01,43,23,0,20,0,0,1,0,0,22,6.3,19.5,24.6,99,5,11.7,2.6,-34,-10,11,-13,-29,-75,13.74
Barcelona,2021-11-02,511,266,0,109,0,136,10,1,0,16.4,0,12.6,20.2,26,3.3,12.8,3.5,21,-2,3,-14,-8,-21,17.3
Madrid,2021-11-02,433,247,0,186,0,0,39,0,5,9.4,2.8,5,13.9,22,3.9,14.4,2.9,17,-11,3,-19,-13,-22,15.916666666666664
Málaga,2021-11-02,78,48,0,30,0,0,6,1,0,21,0,18.3,23.8,30,4.7,10.3,2.4,23,6,1,-6,8,-13,13.45
Asturias,2021-11-02,39,30,0,9,0,0,3,1,0,12.8,20.8,8.5,17,28,7.8,22.2,1.9,12,6,2,-19,-8,-27,13.636666666666667
Sevilla,2021-11-02,50,22,0,28,0,0,3,0,0,17.8,0,15.2,20.4,25,2.8,8.9,3.7,18,-4,0,-4,0,-11,15.03
Barcelona,2021-11-03,384,259,0,125,0,0,8,1,2,14.2,0,10.6,17.8,1,2.8,8.3,2.5,16,-4,5,-15,-10,-20,18.13
Madrid,2021-11-03,495,293,0,202,0,0,23,1,3,9.3,0,5.4,13.2,27,3.9,13.3,6,15,-9,4,-16,-12,-21,17.4
Málaga,2021-11-03,101,72,0,29,0,0,6,1,1,17.2,0,13.7,20.6,99,7.8,16.4,7.4,18,5,2,-7,2,-12,13.37
Asturias,2021-11-03,42,32,0,10,0,0,2,1,0,10.1,16.1,7.5,12.7,26,5.8,13.3,2.2,9,6,3,-20,-4,-16,14.82
Sevilla,2021-11-03,52,36,0,16,0,0,2,0,0,14.4,0,10.2,18.7,99,4.4,10.3,7.2,15,-7,1,-7,-7,-11,16.32
Barcelona,2021-11-04,260,178,0,82,0,0,5,1,0,13.3,10.3,8.4,18.2,36,3.1,10.8,4.7,15,-7,5,-13,-10,-20,17.3975
Madrid,2021-11-04,187,122,0,65,0,0,38,2,0,6.9,0,1.5,12.3,35,2.2,10.8,6.7,12,-9,4,-15,-14,-20,16.525
Málaga,2021-11-04,81,60,0,21,0,0,2,0,0,14.6,0,9.1,20.1,30,4.7,12.5,9.2,17,11,1,-3,-1,-12,13.532499999999999
Asturias,2021-11-04,20,20,0,0,0,0,3,0,0,9.2,15.7,7.1,11.2,21,4.2,10.3,2.8,10,7,3,-17,-9,-17,14.0275
Sevilla,2021-11-04,34,26,0,8,0,0,0,0,0,12.8,0,7,18.6,53,3.1,10,8.3,13,-4,1,-5,-8,-11,15.6975
Barcelona,2021-11-05,268,112,0,66,0,90,12,0,0,11.6,0,6.9,16.3,99,3.9,9.2,6.8,13,-3,4,-13,-10,-19,16.665
Madrid,2021-11-05,195,136,0,59,0,0,30,4,4,8,0,3.7,12.4,35,5.8,13.9,9.2,7,-14,4,-19,-13,-19,15.649999999999999
Málaga,2021-11-05,50,37,0,13,0,0,3,1,1,16.4,0,11.9,20.8,25,6.9,11.7,9.3,16,4,2,-7,1,-10,13.695
Asturias,2021-11-05,15,9,0,6,0,0,3,0,0,10.2,5.6,7.2,13.1,3,2.5,9.2,1.7,7,-5,3,-19,-4,-16,13.235
Sevilla,2021-11-05,21,11,0,10,0,0,3,0,0,12.9,0,6.6,19.2,7,2.5,9.7,10.2,10,5,1,-7,3,-10,15.075
Barcelona,2021-11-06,447,242,0,205,0,0,3,0,0,12.4,0,5.9,19,10,3.6,10.8,7.7,3,-2,1,-15,-8,-11,15.9325
Madrid,2021-11-06,493,206,0,287,0,0,24,3,3,7.8,0,0.9,14.8,34,2.8,8.9,9.5,0,-8,0,-20,-10,-7,14.775
Málaga,2021-11-06,56,35,0,21,0,0,4,0,1,15.2,0,11.5,18.9,26,3.9,11.4,9.3,8,11,1,-8,-9,-6,13.8575
Asturias,2021-11-06,32,27,0,5,0,0,1,0,1,9.9,0,5.9,13.9,18,3.3,9.7,8,3,16,2,-17,-11,-13,12.4425
Sevilla,2021-11-06,36,17,0,19,0,0,1,0,0,12.9,0,7.9,17.9,99,4.2,10.8,10.2,0,4,-1,-7,5,-10,14.4525
Barcelona,2021-11-07,427,267,0,160,0,0,12,0,1,12.8,0,6.8,18.9,36,3.6,11.4,7,12,-1,1,-22,-7,-11,15.2
Madrid,2021-11-07,325,185,0,140,0,0,17,2,0,7.4,0,0,14.9,99,1.7,5,6.7,10,-8,1,-18,-16,-5,13.9
Málaga,2021-11-07,78,55,0,23,0,0,3,0,0,15.4,0,11.5,19.4,29,3.9,11.4,8.9,23,7,0,-10,2,-2,14.02
Asturias,2021-11-07,35,29,0,6,0,0,2,1,0,10,0,5.4,14.7,19,2.2,9.2,3.3,7,4,3,-19,-9,-12,11.65
Sevilla,2021-11-07,43,30,0,13,0,0,0,0,0,12,0,5.2,18.7,6,2.2,10.3,10.2,20,-15,-1,-13,0,-11,13.83
Barcelona,2021-11-08,595,263,0,189,0,143,27,1,4,13.9,0,8.9,18.9,4,3.3,9.7,7.3,12,2,4,-11,-10,-20,18.156666666666666
Madrid,2021-11-08,549,263,0,286,0,0,26,3,3,9.6,0,0.6,18.7,63,4.2,6.4,9.4,16,9,4,-3,-16,-30,17.38
Málaga,2021-11-08,98,67,0,31,0,0,4,0,0,15.2,0,7.9,22.6,27,5,10.8,9.1,14,6,2,-4,-1,-11,16.36
Asturias,2021-11-08,45,32,0,13,0,0,4,0,0,13.4,0,9.6,17.3,17,3.1,8.9,4.5,11,38,1,-9,2,-14,14.033333333333333
Sevilla,2021-11-08,40,22,0,18,0,0,3,0,1,13.4,0,5.3,21.5,99,1.9,7.8,10.1,9,2,1,-3,-4,-12,16.793333333333333
Barcelona,2021-11-09,772,450,0,187,0,135,19,2,2,13.2,1,9.2,17.2,7,4.4,13.3,0.6,10,-11,5,-16,-12,-20,21.113333333333333
Madrid,2021-11-09,558,295,0,263,0,0,43,6,4,9.7,0,1.8,17.6,27,1.4,7.8,9.4,0,35,12,-7,-35,-62,20.86
Málaga,2021-11-09,112,63,0,49,0,0,5,0,0,16.5,0,11.1,21.9,27,4.4,11.4,9,14,14,2,-3,4,-12,18.7
Asturias,2021-11-09,39,35,0,4,0,0,2,1,0,11.6,0,8.1,15.1,1,3.3,7.8,0.7,9,39,1,-14,1,-15,16.416666666666668
Sevilla,2021-11-09,74,38,0,36,0,0,7,1,1,13.8,0,5.9,21.8,34,1.4,6.1,10,9,4,1,-5,-5,-10,19.756666666666668
Barcelona,2021-11-10,691,453,0,237,0,1,14,1,1,14.2,10,11.9,16.5,36,4.7,12.5,0,5,-26,6,-21,-16,-20,24.07
Madrid,2021-11-10,680,366,0,314,0,0,29,3,3,8.5,0,0.3,16.7,21,1.4,5.8,9.2,14,1,4,-17,-12,-20,24.34
Málaga,2021-11-10,105,74,0,31,0,0,6,1,0,15.2,0,9,21.3,29,3.3,7.8,9.1,15,10,2,-5,0,-12,21.04
Asturias,2021-11-10,46,42,0,4,0,0,1,1,1,10.4,0,6.5,14.3,99,3.6,7.2,8.8,10,59,0,-11,6,-13,18.8
Sevilla,2021-11-10,52,42,0,10,0,0,0,0,0,13.7,0,6.6,20.8,8,1.4,5.8,9.8,12,0,1,-6,-7,-11,22.72
Barcelona,2021-11-11,481,201,0,141,0,139,14,1,3,15.7,4.3,12.8,18.6,8,9.7,18.6,0.2,10,-18,6,-15,-12,-21,21.8125
Madrid,2021-11-11,237,140,0,97,0,0,28,2,5,8.6,0,0,17.1,99,1.1,3.6,9.1,10,-1,4,-16,-13,-19,21.88
Málaga,2021-11-11,91,60,0,31,0,0,4,0,1,15.6,0,8.8,22.5,26,2.5,8.3,7.9,13,13,2,-5,1,-12,19.3425
Asturias,2021-11-11,27,26,0,1,0,0,3,0,1,11.2,0,6.95,15.450000000000001,59.5,3.05,7.5,0.8,10,49,1,-12,-1,-16,17.0625
Sevilla,2021-11-11,45,25,0,20,0,0,2,0,0,13.7,0,6.9,20.5,23,1.1,6.1,7.5,10,-2,1,-6,-5,-11,20.5525
Barcelona,2021-11-12,377,223,0,154,0,0,17,0,1,17.1,0.4,14.1,20.1,3,3.9,12.8,1.1,10,-9,5,-14,-12,-20,19.555
Madrid,2021-11-12,256,162,0,94,0,0,33,0,3,10.4,0,1.7,19.1,36,1.7,5.8,9.2,6,0,4,-18,-12,-18,19.42
Málaga,2021-11-12,45,31,0,14,0,0,7,0,0,14.7,0,9.6,19.8,99,2.8,7.8,5.7,12,4,2,-7,1,-11,17.645
Asturias,2021-11-12,45,42,0,3,0,0,5,0,0,12,0,7.4,16.6,20,2.5,7.8,5.5,6,30,1,-13,3,-14,15.325
Sevilla,2021-11-12,48,28,0,20,0,0,5,0,3,13.8,0,7.3,20.4,7,3.1,6.7,9.5,9,-2,1,-8,-1,-10,18.384999999999998
Barcelona,2021-11-13,753,396,0,357,0,0,10,1,1,17.2,0,13.9,20.5,99,3.1,11.7,3.6,1,-1,1,-15,-8,-11,17.2975
Madrid,2021-11-13,645,233,0,412,0,0,28,3,2,9.4,0,1.2,17.6,99,1.9,4.7,9,0,8,0,-18,-7,-6,16.96
Málaga,2021-11-13,114,67,0,47,0,0,9,0,0,15.2,0,8.3,22,28,3.1,7.8,8.7,5,10,0,-9,-6,-7,15.9475
Asturias,2021-11-13,46,31,0,15,0,0,2,0,0,13,0,9.7,16.3,99,2.5,7.8,6.2,-1,23,1,-19,-7,-15,13.5875
Sevilla,2021-11-13,78,21,0,57,0,0,3,0,0,15.6,0,8,23.2,99,2.5,7.2,9.8,-1,5,-1,-10,-6,-10,16.2175
Barcelona,2021-11-14,755,467,0,276,0,12,10,1,5,14.8,7.3,11,18.7,36,3.9,9.7,5.8,9,-12,1,-24,-12,-12,15.04
Madrid,2021-11-14,657,329,0,328,0,0,23,1,1,9.8,0,0.8,18.8,36,3.1,11.4,9,11,7,0,-16,-10,-4,14.5
Málaga,2021-11-14,150,104,0,46,0,0,4,1,0,16,0,9,22.9,26,3.1,8.9,8.4,19,5,-1,-11,5,-3,14.25
Asturias,2021-11-14,46,40,0,6,0,0,0,0,2,11.8,2.3,9.2,14.3,18,1.7,7.2,0.2,2.5,2,1,-20,-7,-13,11.85
Sevilla,2021-11-14,85,37,0,48,0,0,0,0,0,16.8,0,9.4,24.3,4,1.4,5.8,9.6,19,-3,-2,-12,1,-12,14.05
Barcelona,2021-11-15,1036,536,0,325,0,175,23,1,1,12.8,4.5,9.9,15.6,99,2.8,7.2,1.2,9,-11,5,-14,-12,-20,18.32
Madrid,2021-11-15,769,399,0,370,0,0,31,4,2,10.2,0,4.9,15.6,35,5,11.7,8.9,11,3,4,-12,-12,-20,18.076666666666668
Málaga,2021-11-15,145,93,0,52,0,0,6,0,2,18.6,0,13,24.1,30,5.8,13.9,8.6,11,3,2,-5,-1,-12,16.533333333333335
Asturias,2021-11-15,84,69,0,15,0,0,4,1,2,12.2,1.5,10.1,14.3,31,1.9,8.3,1.2,6,11,2,-15,-3,-15,14.056666666666665
Sevilla,2021-11-15,127,46,0,81,0,0,4,0,0,14,0,7,21.1,9,3.1,8.9,9.8,9,-2,1,-5,-3,-12,16.943333333333335
Barcelona,2021-11-16,975,528,0,284,0,163,16,2,2,11.3,1.7,9.8,12.8,35,5.3,9.2,0,6,-20,6,-18,-14,-20,21.599999999999998
Madrid,2021-11-16,731,395,0,336,0,0,48,6,4,7,0,-0.3,14.2,4,1.4,7.8,8.9,9,2,4,-16,-13,-20,21.653333333333332
Málaga,2021-11-16,159,101,0,58,0,0,7,0,0,14.4,0,8,20.8,99,3.3,7.8,8.5,11,8,2,-5,2,-12,18.816666666666666
Asturias,2021-11-16,84,72,0,12,0,0,10,1,0,10.8,0,9.1,12.6,99,2.2,5,0.5,7,24,2,-16,-5,-16,16.263333333333332
Sevilla,2021-11-16,173,96,0,77,0,0,3,1,2,13.2,0,6.3,20,99,3.3,9.2,9.8,8,0,1,-7,-5,-10,19.836666666666666
Barcelona,2021-11-17,825,541,0,283,0,1,21,2,1,12.6,0,8.4,16.7,35,3.9,12.8,6.2,13,-2,4,-12,-10,-19,24.88
Madrid,2021-11-17,891,513,0,378,0,0,36,2,4,8.6,0,2.3,14.9,99,2.5,9.2,9,11,0,4,-14,-12,-19,25.23
Málaga,2021-11-17,136,92,0,44,0,0,11,1,0,14.2,0,8.4,20.1,11,4.7,9.2,6.9,14,5,2,-7,-1,-12,21.1
Asturias,2021-11-17,117,98,0,19,0,0,5,1,0,11.1,0.2,8.2,14,99,1.9,8.9,2.1,8,41,2,-14,0,-13,18.47
Sevilla,2021-11-17,148,104,0,44,0,0,3,0,0,13,0,6.3,19.7,7,4.4,10.3,9.7,10,-3,1,-7,-6,-11,22.73
Barcelona,2021-11-18,790,401,0,242,0,147,19,0,4,12.3,0,7.5,17.1,36,3.9,9.2,4.1,12,-5,4,-12,-10,-19,22.405
Madrid,2021-11-18,329,200,0,129,0,0,42,4,1,7.8,0,0.8,14.8,35,1.7,7.8,3.1,9,-6,4,-15,-13,-19,22.3675
Málaga,2021-11-18,125,89,0,36,0,0,10,0,1,15.6,0,11.4,19.7,12,7.5,16.1,3.3,11,-4,3,-9,-4,-14,18.9875
Asturias,2021-11-18,84,72,0,12,0,0,5,0,2,10.8,0,7.1,14.5,99,4.2,13.3,8.9,9,46,1,-13,-4,-16,16.56
Sevilla,2021-11-18,128,84,0,44,0,0,6,0,1,13.4,0,6.9,20,99,5.6,11.7,6.2,9,-5,2,-8,-8,-12,20.165
Barcelona,2021-11-19,829,446,0,256,0,127,22,0,4,12,0,6.7,17.2,4,3.1,8.3,6,11,-3,4,-14,-10,-19,19.93
Madrid,2021-11-19,390,240,0,150,0,0,39,4,1,10.4,0,4.4,16.4,99,2.5,7.2,4.2,7,-7,4,-18,-12,-18,19.505
Málaga,2021-11-19,96,75,0,21,0,0,12,0,1,16.5,0,12.5,20.5,9,10.3,22.8,3.9,10,-11,3,-12,-4,-12,16.875
Asturias,2021-11-19,67,62,0,5,0,0,10,0,0,9.8,0,5.1,14.4,10,2.5,8.3,9,7,27,1,-15,1,-14,14.649999999999999
Sevilla,2021-11-19,111,85,0,26,0,0,3,0,0,17.5,0.9,12,23,13,6.9,15,7.5,8,-4,1,-10,-2,-10,17.6
Barcelona,2021-11-20,1032,538,0,494,0,0,15,0,2,11.7,0,7.3,16.1,99,2.5,7.8,1.6,0,-7,2,-17,-9,-12,17.455
Madrid,2021-11-20,774,315,0,459,0,0,31,2,0,9.5,0,6.5,12.5,99,1.4,4.7,0,0,-17,2,-21,-9,-7,16.6425
Málaga,2021-11-20,143,83,0,60,0,0,4,2,1,16.4,2.1,13.6,19.1,11,4.2,14.4,0,2,-25,4,-17,-15,-11,14.762500000000001
Asturias,2021-11-20,117,102,0,15,0,0,9,2,0,11.2,0,6.3,16.2,19,2.5,8.3,8.8,-2,20,1,-19,-11,-15,12.74
Sevilla,2021-11-20,127,47,0,80,0,0,8,0,0,15.4,18.6,13.1,17.7,99,2.2,8.9,0.8,-5,-40,4,-20,-19,-14,15.035
Barcelona,2021-11-21,859,484,0,375,0,0,21,2,2,14.3,0,10.5,18.1,99,3.6,8.9,2.2,10,-5,1,-24,-9,-12,14.98
Madrid,2021-11-21,869,449,0,420,0,0,35,9,1,10.6,0.6,6.1,15,21,1.7,5.8,2.6,13,-8,1,-18,-14,-4,13.78
Málaga,2021-11-21,119,80,0,39,0,0,4,0,2,16,2.2,11.3,20.8,27,3.1,8.9,5,13,-20,2,-19,-4,-7,12.65
Asturias,2021-11-21,126,110,0,16,0,0,4,0,0,9.7,10.9,7.3,12.1,3,2.8,11.7,1.2,-1.5,-31,4,-30,-19,-17,10.83
Sevilla,2021-11-21,129,49,0,80,0,0,3,0,0,14.8,0.1,11.4,18.2,99,0.8,4.7,5.3,10,-31,2,-24,-10,-13,12.47
Barcelona,2021-11-22,1220,694,0,526,0,0,36,2,5,12.6,0.8,8.9,16.3,8,5.3,10.3,5.2,10,-11,5,-14,-12,-20,17.97
Madrid,2021-11-22,910,468,0,442,0,0,36,7,2,7,11.3,4.7,9.2,35,1.7,7.8,0.2,3,-27,5,-18,-15,-20,17.516666666666666
Málaga,2021-11-22,184,119,0,65,0,0,7,0,1,16.8,0,12,21.7,30,3.3,10.3,6.1,10,-6,3,-8,-4,-11,15.459999999999999
Asturias,2021-11-22,196,169,0,27,0,0,5,1,1,8.6,35.7,6.2,10.9,5,3.6,14.4,0,-1,-18,4,-23,-11,-16,13.176666666666666
Sevilla,2021-11-22,170,62,0,108,0,0,3,0,0,12.8,0,8,17.5,26,3.9,11.4,3.6,8,-13,2,-6,-4,-11,15.856666666666666
Barcelona,2021-11-23,1309,818,0,491,0,0,27,2,6,14,33.9,11.7,16.3,99,9.2,18.6,0.1,-6,-34,7,-26,-18,-20,20.96
Madrid,2021-11-23,873,466,0,407,0,0,48,9,1,4.4,0.1,2.5,6.2,99,1.7,4.7,0.1,7,-17,5,-18,-15,-20,21.25333333333333
Málaga,2021-11-23,237,156,0,81,0,0,10,0,1,13.3,0.7,9.2,17.4,30,3.1,11.7,6.1,10,0,3,-7,-2,-12,18.27
Asturias,2021-11-23,206,177,0,29,0,0,10,1,0,9,12.2,7,11.1,99,4.4,13.9,0.1,3,-8,4,-21,-11,-17,15.523333333333333
Sevilla,2021-11-23,229,123,0,106,0,0,6,1,0,9.6,0.1,4.1,15.1,31,3.1,13.3,6.4,5,-15,2,-7,-7,-10,19.243333333333332
Barcelona,2021-11-24,1497,947,0,549,0,1,20,3,2,12.6,50.6,9.7,15.5,11,6.4,14.4,0.2,6,-27,7,-21,-16,-20,23.95
Madrid,2021-11-24,1134,616,0,518,0,0,40,6,1,4.4,0,0.4,8.5,99,2.5,8.9,5.3,11,-11,5,-14,-12,-19,24.99
Málaga,2021-11-24,204,144,0,60,0,0,11,0,0,11.9,0,6.9,16.9,29,3.3,10.3,6,12,-2,3,-8,-4,-12,21.08
Asturias,2021-11-24,261,234,0,27,0,0,12,1,0,9.8,18.2,8.3,11.2,4,3.3,12.5,0,-2,-8,4,-24,-10,-15,17.87
Sevilla,2021-11-24,249,110,0,139,0,0,4,0,0,9.4,0,2.7,16,99,2.2,9.2,7.3,11,-11,2,-7,-6,-10,22.63
Barcelona,2021-11-25,1103,584,0,341,0,178,22,0,2,9.8,25.3,5.9,13.6,35,3.6,9.7,0.2,14,-17,5,-12,-11,-20,21.5375
Madrid,2021-11-25,432,283,0,149,0,0,36,5,3,6,0,1.2,10.9,35,1.9,8.9,0.9,11,-9,5,-13,-12,-19,22.2225
Málaga,2021-11-25,158,111,0,47,0,0,9,0,0,13.6,0.5,7.9,19.2,99,3.6,8.3,7.9,14,4,2,-6,-2,-13,19.244999999999997
Asturias,2021-11-25,204,192,0,12,0,0,9,2,1,9.1,21.1,7.4,10.8,6,2.5,11.7,0.4,10,0,4,-17,-11,-17,15.715
Sevilla,2021-11-25,171,95,0,76,0,0,1,0,0,9,3.9,4,14.1,30,2.8,7.8,5.9,6,-20,2,-8,-8,-12,20.2625
Barcelona,2021-11-26,1075,600,0,303,0,172,31,4,4,10.8,0,6.7,14.9,3,4.4,11.4,5.6,14,-6,4,-8,-10,-19,19.125
Madrid,2021-11-26,581,373,0,208,0,0,40,5,2,5.8,0,0.8,10.9,34,2.8,10.3,5.8,10,0,4,-12,-9,-18,19.455
Málaga,2021-11-26,152,94,0,58,0,0,9,2,1,12.1,0,7.6,16.6,28,6.4,12.8,8.3,17,-3,2,-5,-1,-11,17.41
Asturias,2021-11-26,133,114,0,19,0,0,11,0,1,8.7,14.2,6.5,10.9,24,5,16.1,0.7,8,-12,3,-16,-7,-18,13.56
Sevilla,2021-11-26,164,79,0,85,0,0,5,0,2,10.6,1.95,6.3,15,36,1.7,6.7,8,13,-3,1,-4,2,-10,17.895
Barcelona,2021-11-27,1083,600,0,483,0,0,18,2,2,10.2,0,5.6,14.8,28,4.7,15.3,3.1,3,-13,2,-15,-11,-11,16.7125
Madrid,2021-11-27,875,342,0,533,0,0,46,3,0,5.4,0.3,1.7,9.1,99,4.2,14.4,4.9,1,-7,1,-17,-3,-6,16.6875
Málaga,2021-11-27,154,71,0,83,0,0,7,1,1,11.9,0.1,5.4,18.4,30,4.2,15.3,8.1,5,-3,1,-11,-10,-8,15.575
Asturias,2021-11-27,225,195,0,30,0,0,9,1,0,8.4,11.1,5,11.7,27,3.6,22.8,0.4,-6,-43,7,-32,-31,-20,11.405000000000001
Sevilla,2021-11-27,164,85,0,79,0,0,6,1,0,9.4,0,3.5,15.4,31,3.6,11.7,6.9,0,-5,0,-10,-3,-10,15.5275
Barcelona,2021-11-28,1064,568,0,496,0,0,22,1,2,8.6,0,5.4,11.9,30,5.6,16.9,3.6,27,-26,2,-14,-15,-8,14.3
Madrid,2021-11-28,873,474,0,399,0,0,34,6,0,3.6,0,-2.7,9.9,26,5.3,13.3,8.3,17,-12,2,-13,-10,-2,13.92
Málaga,2021-11-28,182,116,0,66,0,0,5,2,1,10.8,0,6.9,14.6,30,6.4,14.4,8.4,78,-19,1,-7,-4,1,13.74
Asturias,2021-11-28,297,260,0,37,0,0,12,1,2,9,19.9,5.8,12.1,26,5.6,19.7,0,0.5,-54,8,-34,-32,-17,9.25
Sevilla,2021-11-28,125,51,0,74,0,0,7,1,1,9,0,3.4,14.6,99,2.8,8.9,9.5,63,-22,-1,-3,5,-8,13.16
Barcelona,2021-11-29,2122,1023,0,824,0,275,37,5,7,9.9,0,4.9,14.9,7,4.7,11.7,5.8,13,-6,4,-10,-11,-20,17.990000000000002
Madrid,2021-11-29,1017,476,0,541,0,0,38,9,3,9.1,0,3.5,14.7,29,7.2,16.9,5.5,13,1,4,-9,-10,-19,17.84
Málaga,2021-11-29,295,189,0,106,0,0,6,1,1,14,0,10.2,17.7,30,6.9,16.9,7,9,-12,3,-8,-5,-11,16.263333333333332
Asturias,2021-11-29,318,279,0,39,0,0,18,1,0,10.4,2.9,8.3,12.5,28,6.7,16.1,0.9,7,0,3,-15,-6,-15,12.423333333333332
Sevilla,2021-11-29,246,102,0,144,0,0,7,2,0,12.6,0,8.2,17,99,3.1,8.3,6.3,9,-8,2,-5,-4,-11,16.35333333333333
Barcelona,2021-11-30,1830,1178,0,652,0,0,26,5,8,10.8,0,6.3,15.4,99,3.1,7.2,2.1,15,-8,5,-11,-11,-20,21.68
Madrid,2021-11-30,1241,697,0,544,0,0,63,4,3,6.7,0,-0.4,13.8,22,1.4,6.7,8.7,11,4,4,-12,-10,-19,21.759999999999998
Málaga,2021-11-30,272,162,0,110,0,0,9,0,3,13.2,0,8,18.5,27,3.6,16.1,8.4,13,2,2,-6,-2,-12,18.786666666666665
Asturias,2021-11-30,321,264,0,57,0,0,18,0,3,11.2,15.850000000000001,7.4,14.9,19,2.5,9.2,6,9,32,1,-13,-2,-16,15.596666666666666
Sevilla,2021-11-30,333,172,0,161,0,0,8,0,0,11,0,6.2,15.7,31,1.4,4.7,6,11,-5,1,-6,-6,-9,19.546666666666667
Barcelona,2021-12-01,2089,1222,0,651,0,216,43,4,7,11,0.5,6.3,15.8,26,4.4,12.5,3.7,13,-14,5,-13,-11,-19,25.37
Madrid,2021-12-01,1379,770,0,609,0,0,47,6,2,3.6,0,-2,9.1,26,3.1,15.3,0.9,12,-12,4,-14,-11,-19,25.68
Málaga,2021-12-01,359,253,0,106,0,0,6,0,0,12.1,0.3,5.1,19.1,30,5.3,11.7,8.4,17,-1,2,-6,-3,-13,21.31
Asturias,2021-12-01,432,380,0,52,0,0,14,1,0,11.4,28.8,7.9,15,28,6.7,18.1,0.6,5,-1,3,-20,-8,-15,18.77
Sevilla,2021-12-01,276,168,0,108,0,0,14,1,0,9.5,0,3.4,15.6,99,3.1,8.9,9.3,14,-8,1,-6,-6,-10,22.74
Barcelona,2021-12-02,1792,1053,0,522,0,217,30,5,5,11.2,0,7.5,14.8,33,3.3,10.3,4.5,18,-10,4,-9,-9,-19,23.76857142857143
Madrid,2021-12-02,1001,559,0,442,0,0,44,6,5,5.4,0,0.9,10,35,4.2,14.4,7.4,14,-8,4,-13,-11,-19,23.797142857142855
Málaga,2021-12-02,234,173,0,61,0,0,14,1,1,14.2,0,11.7,16.6,30,7.5,18.6,5.6,15,-8,3,-7,-6,-13,20.268571428571427
Asturias,2021-12-02,376,353,0,23,0,0,9,3,1,9.3,6.9,7.6,11,33,2.5,13.3,0.4,10,5,3,-17,-12,-17,17.43285714285714
Sevilla,2021-12-02,339,199,0,140,0,0,9,0,0,11.4,0,6.6,16.1,36,5.6,12.5,6.3,14,-8,2,-5,-6,-11,21.42142857142857
Barcelona,2021-12-03,1936,1115,0,662,0,159,25,1,8,9.5,0,4.9,14.1,99,3.6,8.3,5.6,15,-9,4,-13,-8,-20,22.167142857142856
Madrid,2021-12-03,1426,852,0,574,0,0,47,7,3,5.8,0,-1.6,13.2,22,1.4,7.2,8.6,10,-1,3,-18,-9,-19,21.914285714285715
Málaga,2021-12-03,228,165,0,63,0,0,10,0,0,14.2,0,9.7,18.8,29,9.2,15.3,8.6,18,-1,1,-6,1,-11,19.227142857142855
